Время	T01	T02	T03	T04	T05	T06	T07	T08	T09	P	N2
1543936336944	-1	3	6	2	4	2	4	3	4	300	2
1543936346944	-1	3	7	2	4	2	4	3	4	300	2
1543936356945	-1	3	7	2	4	2	4	3	4	301	2
1543936366946	-1	3	7	2	4	2	4	3	4	302	2
1543936376946	-1	3	6	2	4	2	4	3	4	303	2
1543936386946	-1	3	7	2	4	2	4	3	4	304	2
1543936396947	-1	3	7	2	4	2	4	3	4	306	2
1543936406948	-1	3	6	2	4	2	4	3	4	306	2
1543936416948	-1	3	7	2	4	2	4	3	4	308	2
1543936426949	-1	3	7	2	4	3	4	3	4	309	2
1543936436950	-1	3	6	2	4	2	4	3	4	310	2
1543936446951	-1	3	7	2	4	3	4	3	4	311	2
1543936456951	-1	3	7	2	4	3	4	3	4	311	2
1543936466952	-1	3	7	2	4	3	4	3	4	311	2
1543936476952	-1	3	7	2	4	3	4	3	4	311	2
1543936486953	-1	3	7	2	4	3	4	3	4	311	2
1543936496954	-1	3	7	2	4	3	4	3	4	311	2
1543936506955	-1	3	7	2	4	3	4	3	4	311	2
1543936516956	-1	3	7	2	4	3	4	3	4	311	2
1543936526957	-1	3	7	2	4	3	4	3	4	311	2
1543936536957	-1	3	7	2	4	3	4	3	4	311	2
1543936546957	-1	3	7	2	4	3	4	3	4	311	2
1543936556958	-1	3	7	2	4	3	4	3	4	311	2
1543936566958	-1	3	7	2	4	3	4	3	4	311	2
1543936576958	-1	3	7	2	4	3	4	3	4	311	2
1543936586958	-1	3	7	2	4	3	4	3	4	311	2
1543936596959	-1	3	7	2	4	3	4	3	4	311	2
1543936606959	-1	3	7	2	4	3	4	3	4	311	2
1543936616960	-1	3	7	2	4	3	4	3	4	311	2
1543936626961	-1	3	7	2	4	3	4	3	4	311	2
1543936636961	-1	3	7	2	4	3	4	3	4	311	2
1543936646964	-1	3	7	2	4	3	4	3	4	311	2
1543936656964	-1	3	7	2	4	3	4	3	4	311	2
1543936666965	-1	3	7	2	4	3	4	3	4	311	2
1543936676965	-1	3	7	2	4	3	4	3	4	311	2
1543936686965	-1	3	7	2	4	3	4	3	4	311	2
1543936696966	-1	3	7	2	4	3	4	3	4	311	2
1543936706966	-1	3	7	2	4	3	4	3	4	311	2
1543936716965	-1	3	7	2	4	3	4	3	4	311	2
1543936726966	-1	3	7	2	4	3	4	3	4	311	2
1543936736968	-1	3	7	2	4	3	4	3	4	311	2
1543936746969	-1	3	7	2	4	3	4	3	4	311	2
1543936756969	-1	3	7	2	4	3	4	3	4	311	2
1543936766970	-1	3	7	2	4	3	4	3	4	311	2
1543936776970	-1	3	7	2	4	3	4	3	4	311	2
1543936786971	-1	3	7	2	4	3	4	3	4	311	2
1543936796972	-1	3	7	2	4	3	4	3	4	311	2
1543936806972	-1	3	7	2	4	3	4	3	4	311	2
1543936816973	-1	3	7	2	4	3	4	3	4	311	2
1543936826973	-1	3	7	2	4	3	4	3	4	311	2
1543936836974	-1	3	7	2	4	3	4	3	4	311	2
1543936846975	-1	3	7	2	4	3	4	3	4	311	2
1543936856976	-1	3	7	2	4	3	4	3	4	311	2
1543936866977	-1	3	7	2	4	3	4	3	4	311	2
1543936876977	-1	3	7	2	4	3	4	3	4	311	2
1543936886978	-1	3	7	2	4	3	4	3	4	311	2
1543936896978	-1	3	7	2	4	3	4	3	4	311	2
1543936906979	-1	3	7	2	4	3	4	3	4	311	2
1543936916979	-1	3	7	2	4	3	4	3	4	311	2
1543936926979	-1	3	7	2	4	3	4	3	4	311	2
1543936936980	-1	3	7	2	4	3	4	3	4	311	2
1543936946980	-1	3	7	2	4	3	4	3	4	311	2
1543936956980	-1	3	7	2	4	3	4	3	4	311	2
1543936966982	-1	3	7	2	4	3	4	3	4	311	2
1543936976983	-1	3	7	2	4	3	4	3	4	311	2
1543936986983	-1	3	7	2	4	3	4	3	4	311	2
1543936996983	-1	3	7	2	4	3	4	3	4	311	2
1543937006986	-1	3	7	2	4	3	4	3	4	311	2
1543937016987	-1	3	7	2	4	3	4	3	4	311	2
1543937026987	-1	3	7	2	4	3	4	3	4	311	2
1543937036988	-1	3	7	2	4	3	4	3	4	311	2
1543937046989	-1	3	7	2	4	3	4	3	4	311	2
1543937056989	-1	3	7	2	4	3	4	3	4	311	2
1543937066989	-1	3	7	2	4	3	4	3	4	311	2
1543937076989	-1	3	7	2	4	3	4	3	4	311	2
1543937086989	-1	3	7	2	4	3	4	3	4	311	2
1543937096990	-1	3	7	2	4	3	4	3	4	311	2
1543937106991	-1	3	7	2	4	3	4	3	4	311	2
1543937116992	-1	3	7	2	4	3	4	3	4	311	2
1543937126994	-1	3	7	2	4	3	4	3	4	311	2
1543937136995	-1	3	7	2	4	3	4	3	4	311	2
1543937146996	-1	3	7	2	4	3	4	3	4	311	2
1543937156996	-1	3	7	2	4	3	4	3	4	311	2
1543937166997	-1	3	7	2	4	3	4	3	4	311	2
1543937176997	-1	3	7	2	4	3	4	3	4	311	2
1543937186998	-1	3	7	2	4	3	4	3	4	311	2
1543937196999	-1	3	7	2	4	3	4	3	4	311	2
1543937206999	-1	3	7	2	4	3	4	3	4	311	2
1543937216999	-1	3	7	2	4	3	4	3	4	311	2
1543937227000	-1	3	7	2	4	3	4	3	4	311	2
1543937237000	-1	3	7	2	4	3	4	3	4	311	2
1543937247000	-1	3	7	2	4	3	4	3	4	311	2
1543937257001	-1	3	7	2	4	3	4	3	4	311	2
1543937267001	-1	3	7	2	4	3	4	3	4	311	2
1543937277002	-1	3	7	2	4	3	4	3	4	311	2
1543937287002	-1	3	7	2	4	3	4	3	4	311	2
1543937297004	-1	3	7	2	4	3	4	3	4	311	2
1543937307005	-1	3	7	2	4	3	4	3	4	311	2
1543937317006	-1	3	7	2	4	3	4	3	4	311	2
